assignments,courseId,createdAt,description,durationDays,endDate,id,name,required,sequenceNumber,startDate,subject,updatedAt
"[""ASG480736""]",CRS384403,2025-03-31T18:05:19.777372,Explore the fundamental theories that underpin this subject area. Module content relates to Laboratory Theory.,7,2023-12-05T00:00:00,MOD703545,Module 11: Laboratory Theory,False,11,2023-11-28T00:00:00,History,2025-03-31T18:05:19.781870
"[""ASG422504"", ""ASG503016""]",CRS384403,2025-03-31T18:05:19.777372,This hands-on module focuses on developing practical skills. Module content relates to Laboratory Practice - Part 12.,7,2023-12-13T00:00:00,MOD962259,Laboratory Practice - Part 12,True,12,2023-12-06T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG697642""]",CRS878123,2025-03-31T18:05:19.777372,Explore advanced concepts through guided research activities. Module content relates to Research in 3D.,7,2024-02-18T00:00:00,MOD332974,Unit 1: Research in 3D,False,1,2024-02-11T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG923517"", ""ASG543409""]",CRS878123,2025-03-31T18:05:19.777372,Practice core techniques through guided exercises and activities. Module content relates to Practice in 3D.,7,2024-02-26T00:00:00,MOD250245,Unit 2: Practice in 3D,True,2,2024-02-19T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG204081""]",CRS878123,2025-03-31T18:05:19.777372,This discussion-based module promotes critical thinking and analysis. Module content relates to 3D Fundamentals.,7,2024-03-05T00:00:00,MOD811286,Discussion 3: 3D Fundamentals,True,3,2024-02-27T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG650060""]",CRS878123,2025-03-31T18:05:19.777372,Students will learn the core concepts and principles. Module content relates to Theory in 3D.,7,2024-03-13T00:00:00,MOD752225,Unit 4: Theory in 3D,True,4,2024-03-06T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG080715""]",CRS878123,2025-03-31T18:05:19.777372,Explore advanced concepts through guided research activities. Module content relates to 3D Research - Part 5.,7,2024-03-21T00:00:00,MOD038585,3D Research - Part 5,True,5,2024-03-14T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG730078""]",CRS878123,2025-03-31T18:05:19.777372,Practice core techniques through guided exercises and activities. Module content relates to 3D Practice.,7,2024-03-29T00:00:00,MOD827491,Module 6: 3D Practice,False,6,2024-03-22T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG106562"", ""ASG347451""]",CRS878123,2025-03-31T18:05:19.777372,This module covers the theoretical foundations of the subject. Module content relates to 3D Theory.,7,2024-04-06T00:00:00,MOD594289,Module 7: 3D Theory,True,7,2024-03-30T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG024498""]",CRS878123,2025-03-31T18:05:19.777372,Apply theoretical knowledge through practical exercises and problems. Module content relates to Practice in 3D.,7,2024-04-14T00:00:00,MOD440446,Unit 8: Practice in 3D,True,8,2024-04-07T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG854930""]",CRS878123,2025-03-31T18:05:19.777372,Conduct research on topics related to the course material. Module content relates to Research Applications.,7,2024-04-22T00:00:00,MOD062639,3D 9: Research Applications,False,9,2024-04-15T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG919214"", ""ASG901394""]",CRS878123,2025-03-31T18:05:19.777372,Students will learn the core concepts and principles. Module content relates to Theory in 3D.,8,2024-05-01T00:00:00,MOD939673,Unit 10: Theory in 3D,True,10,2024-04-23T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG300939"", ""ASG449253""]",CRS878123,2025-03-31T18:05:19.777372,This project-based module allows application of learned skills. Module content relates to 3D Project.,7,2024-05-09T00:00:00,MOD863598,Module 11: 3D Project,False,11,2024-05-02T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG975417""]",CRS878123,2025-03-31T18:05:19.777372,Work on a comprehensive project to solidify understanding. Module content relates to 3D Project.,7,2024-05-17T00:00:00,MOD287155,Module 12: 3D Project,True,12,2024-05-10T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG750763"", ""ASG410847""]",CRS878123,2025-03-31T18:05:19.777372,Work on a comprehensive project to solidify understanding. Module content relates to 3D Project.,8,2024-05-26T00:00:00,MOD513825,Module 13: 3D Project,True,13,2024-05-18T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG230509""]",CRS878123,2025-03-31T18:05:19.777372,Explore advanced concepts through guided research activities. Module content relates to 3D Research.,7,2024-06-03T00:00:00,MOD531121,Module 14: 3D Research,True,14,2024-05-27T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG862111""]",CRS878123,2025-03-31T18:05:19.777372,Explore advanced concepts through guided research activities. Module content relates to Research Applications.,7,2024-06-11T00:00:00,MOD222741,3D 15: Research Applications,False,15,2024-06-04T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG931335"", ""ASG985786""]",CRS878123,2025-03-31T18:05:19.777372,Work on a comprehensive project to solidify understanding. Module content relates to Project Applications.,4,2024-06-16T00:00:00,MOD778549,3D 16: Project Applications,True,16,2024-06-12T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG363315""]",CRS182491,2025-03-31T18:05:19.777372,Work on a comprehensive project to solidify understanding. Module content relates to Art Project.,7,2023-09-17T00:00:00,MOD961055,Module 1: Art Project,False,1,2023-09-10T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG257419"", ""ASG607681""]",CRS182491,2025-03-31T18:05:19.777372,This module focuses on research methodologies and applications. Module content relates to Research in Art.,8,2023-09-26T00:00:00,MOD871090,Unit 2: Research in Art,True,2,2023-09-18T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG546372"", ""ASG294647""]",CRS182491,2025-03-31T18:05:19.777372,This hands-on module focuses on developing practical skills. Module content relates to Practice Applications.,7,2023-10-04T00:00:00,MOD908617,Art 3: Practice Applications,True,3,2023-09-27T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG037477"", ""ASG473799""]",CRS182491,2025-03-31T18:05:19.777372,Apply theoretical knowledge through practical exercises and problems. Module content relates to Art Fundamentals.,7,2023-10-12T00:00:00,MOD357074,Practice 4: Art Fundamentals,True,4,2023-10-05T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG343395""]",CRS182491,2025-03-31T18:05:19.777372,Apply theoretical knowledge through practical exercises and problems. Module content relates to Art Practice.,7,2023-10-20T00:00:00,MOD829030,Module 5: Art Practice,False,5,2023-10-13T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG456126"", ""ASG277991""]",CRS182491,2025-03-31T18:05:19.777372,Conduct research on topics related to the course material. Module content relates to Art Fundamentals.,7,2023-10-28T00:00:00,MOD055488,Research 6: Art Fundamentals,True,6,2023-10-21T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG870590"", ""ASG014367""]",CRS182491,2025-03-31T18:05:19.777372,This module covers the theoretical foundations of the subject. Module content relates to Theory in Art.,7,2023-11-05T00:00:00,MOD844351,Unit 7: Theory in Art,False,7,2023-10-29T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG707084"", ""ASG702145""]",CRS182491,2025-03-31T18:05:19.777372,Practice core techniques through guided exercises and activities. Module content relates to Art Practice.,8,2023-11-14T00:00:00,MOD996627,Module 8: Art Practice,False,8,2023-11-06T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG616876"", ""ASG208839""]",CRS182491,2025-03-31T18:05:19.777372,Apply theoretical knowledge through practical exercises and problems. Module content relates to Art Practice - Part 9.,7,2023-11-22T00:00:00,MOD049859,Art Practice - Part 9,True,9,2023-11-15T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG355430""]",CRS182491,2025-03-31T18:05:19.777372,Work on a comprehensive project to solidify understanding. Module content relates to Project in Art.,3,2023-11-26T00:00:00,MOD413286,Unit 10: Project in Art,True,10,2023-11-23T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG705933""]",CRS171035,2025-03-31T18:05:19.777372,Explore advanced concepts through guided research activities. Module content relates to Research Applications.,20,2023-10-02T00:00:00,MOD229133,Engineering 1: Research Applications,True,1,2023-09-12T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG002670""]",CRS171035,2025-03-31T18:05:19.777372,Work on a comprehensive project to solidify understanding. Module content relates to Engineering Project - Part 2.,13,2023-10-16T00:00:00,MOD978428,Engineering Project - Part 2,True,2,2023-10-03T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG820960"", ""ASG199141""]",CRS171035,2025-03-31T18:05:19.777372,This module focuses on research methodologies and applications. Module content relates to Research Applications.,19,2023-11-05T00:00:00,MOD678234,Engineering 3: Research Applications,False,3,2023-10-17T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG544688""]",CRS171035,2025-03-31T18:05:19.777372,This discussion-based module promotes critical thinking and analysis. Module content relates to Engineering Fundamentals.,15,2023-11-21T00:00:00,MOD724422,Discussion 4: Engineering Fundamentals,False,4,2023-11-06T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG378808"", ""ASG696909""]",CRS171035,2025-03-31T18:05:19.777372,Develop and complete a project that demonstrates mastery of key concepts. Module content relates to Engineering Project - Part 5.,17,2023-12-09T00:00:00,MOD198507,Engineering Project - Part 5,False,5,2023-11-22T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG576493""]",CRS171035,2025-03-31T18:05:19.777372,This module focuses on research methodologies and applications. Module content relates to Research in Engineering.,17,2023-12-27T00:00:00,MOD809749,Unit 6: Research in Engineering,False,6,2023-12-10T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG334774""]",CRS171035,2025-03-31T18:05:19.777372,This discussion-based module promotes critical thinking and analysis. Module content relates to Discussion in Engineering.,22,2024-01-19T00:00:00,MOD059619,Unit 7: Discussion in Engineering,True,7,2023-12-28T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG124638""]",CRS393309,2025-03-31T18:05:19.777372,Students will learn the core concepts and principles. Module content relates to Visual Theory.,7,2023-09-18T00:00:00,MOD711220,Module 1: Visual Theory,True,1,2023-09-11T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG538436"", ""ASG658911""]",CRS393309,2025-03-31T18:05:19.777372,Apply theoretical knowledge through practical exercises and problems. Module content relates to Practice in Visual.,7,2023-09-26T00:00:00,MOD659000,Unit 2: Practice in Visual,True,2,2023-09-19T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG027100""]",CRS393309,2025-03-31T18:05:19.777372,Students will learn the core concepts and principles. Module content relates to Visual Theory - Part 3.,7,2023-10-04T00:00:00,MOD794694,Visual Theory - Part 3,True,3,2023-09-27T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG577200""]",CRS393309,2025-03-31T18:05:19.777372,This project-based module allows application of learned skills. Module content relates to Visual Fundamentals.,7,2023-10-12T00:00:00,MOD435968,Project 4: Visual Fundamentals,True,4,2023-10-05T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG904610""]",CRS393309,2025-03-31T18:05:19.777372,Conduct research on topics related to the course material. Module content relates to Visual Research.,7,2023-10-20T00:00:00,MOD462068,Module 5: Visual Research,True,5,2023-10-13T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG248264"", ""ASG027837""]",CRS393309,2025-03-31T18:05:19.777372,Explore the fundamental theories that underpin this subject area. Module content relates to Visual Theory.,7,2023-10-28T00:00:00,MOD847010,Module 6: Visual Theory,True,6,2023-10-21T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG835365"", ""ASG680739""]",CRS393309,2025-03-31T18:05:19.777372,Explore advanced concepts through guided research activities. Module content relates to Research Applications.,7,2023-11-05T00:00:00,MOD193190,Visual 7: Research Applications,True,7,2023-10-29T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG001286""]",CRS393309,2025-03-31T18:05:19.778377,This module covers the theoretical foundations of the subject. Module content relates to Theory Applications.,7,2023-11-13T00:00:00,MOD410734,Visual 8: Theory Applications,True,8,2023-11-06T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG275003""]",CRS393309,2025-03-31T18:05:19.778377,Explore advanced concepts through guided research activities. Module content relates to Visual Research - Part 9.,8,2023-11-22T00:00:00,MOD288668,Visual Research - Part 9,True,9,2023-11-14T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG760219"", ""ASG452482""]",CRS393309,2025-03-31T18:05:19.778377,Develop and complete a project that demonstrates mastery of key concepts. Module content relates to Visual Project.,7,2023-11-30T00:00:00,MOD443541,Module 10: Visual Project,False,10,2023-11-23T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG817324"", ""ASG944177""]",CRS393309,2025-03-31T18:05:19.778377,This module focuses on research methodologies and applications. Module content relates to Visual Research - Part 11.,7,2023-12-08T00:00:00,MOD661128,Visual Research - Part 11,True,11,2023-12-01T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG407614"", ""ASG712352""]",CRS393309,2025-03-31T18:05:19.778377,This discussion-based module promotes critical thinking and analysis. Module content relates to Discussion Applications.,7,2023-12-16T00:00:00,MOD516023,Visual 12: Discussion Applications,True,12,2023-12-09T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG178478""]",CRS393309,2025-03-31T18:05:19.778377,Apply theoretical knowledge through practical exercises and problems. Module content relates to Practice in Visual.,7,2023-12-24T00:00:00,MOD515312,Unit 13: Practice in Visual,True,13,2023-12-17T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG509895"", ""ASG120768""]",CRS393309,2025-03-31T18:05:19.778377,Engage in critical discussions about important topics in the field. Module content relates to Visual Discussion.,8,2024-01-02T00:00:00,MOD613314,Module 14: Visual Discussion,True,14,2023-12-25T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG621628""]",CRS393309,2025-03-31T18:05:19.778377,Conduct research on topics related to the course material. Module content relates to Research in Visual.,7,2024-01-10T00:00:00,MOD364923,Unit 15: Research in Visual,True,15,2024-01-03T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG591807"", ""ASG820040""]",CRS393309,2025-03-31T18:05:19.778377,This project-based module allows application of learned skills. Module content relates to Visual Project - Part 16.,4,2024-01-15T00:00:00,MOD962399,Visual Project - Part 16,False,16,2024-01-11T00:00:00,Art,2025-03-31T18:05:19.783375
"[""ASG276132""]",CRS843136,2025-03-31T18:05:19.778377,Participate in structured discussions to deepen understanding. Module content relates to Data Discussion - Part 1.,8,2024-02-15T00:00:00,MOD385897,Data Discussion - Part 1,True,1,2024-02-07T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG462866"", ""ASG859496""]",CRS843136,2025-03-31T18:05:19.778377,This module covers the theoretical foundations of the subject. Module content relates to Data Theory.,7,2024-02-23T00:00:00,MOD074629,Module 2: Data Theory,True,2,2024-02-16T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG482523"", ""ASG844204""]",CRS843136,2025-03-31T18:05:19.778377,This project-based module allows application of learned skills. Module content relates to Data Fundamentals.,7,2024-03-02T00:00:00,MOD463904,Project 3: Data Fundamentals,True,3,2024-02-24T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG096348"", ""ASG245916""]",CRS843136,2025-03-31T18:05:19.778377,This discussion-based module promotes critical thinking and analysis. Module content relates to Data Discussion - Part 4.,8,2024-03-11T00:00:00,MOD524017,Data Discussion - Part 4,False,4,2024-03-03T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG019560"", ""ASG518220""]",CRS843136,2025-03-31T18:05:19.778377,This module covers the theoretical foundations of the subject. Module content relates to Data Theory.,8,2024-03-20T00:00:00,MOD093213,Module 5: Data Theory,True,5,2024-03-12T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG561019""]",CRS843136,2025-03-31T18:05:19.778377,Apply theoretical knowledge through practical exercises and problems. Module content relates to Practice Applications.,8,2024-03-29T00:00:00,MOD179962,Data 6: Practice Applications,True,6,2024-03-21T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG897627"", ""ASG170283""]",CRS843136,2025-03-31T18:05:19.778377,Conduct research on topics related to the course material. Module content relates to Research Applications.,7,2024-04-06T00:00:00,MOD294779,Data 7: Research Applications,False,7,2024-03-30T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG229644""]",CRS843136,2025-03-31T18:05:19.778377,This module focuses on research methodologies and applications. Module content relates to Data Research.,8,2024-04-15T00:00:00,MOD681594,Module 8: Data Research,True,8,2024-04-07T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG843419""]",CRS843136,2025-03-31T18:05:19.778377,This discussion-based module promotes critical thinking and analysis. Module content relates to Discussion in Data.,7,2024-04-23T00:00:00,MOD640872,Unit 9: Discussion in Data,False,9,2024-04-16T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG917179""]",CRS843136,2025-03-31T18:05:19.778377,This discussion-based module promotes critical thinking and analysis. Module content relates to Discussion in Data.,7,2024-05-01T00:00:00,MOD471982,Unit 10: Discussion in Data,True,10,2024-04-24T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG106354""]",CRS843136,2025-03-31T18:05:19.778377,This discussion-based module promotes critical thinking and analysis. Module content relates to Data Discussion.,7,2024-05-09T00:00:00,MOD515947,Module 11: Data Discussion,True,11,2024-05-02T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG454828"", ""ASG330761""]",CRS843136,2025-03-31T18:05:19.778377,Conduct research on topics related to the course material. Module content relates to Research Applications.,7,2024-05-17T00:00:00,MOD572880,Data 12: Research Applications,True,12,2024-05-10T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG760707"", ""ASG690106""]",CRS843136,2025-03-31T18:05:19.778377,Work on a comprehensive project to solidify understanding. Module content relates to Project in Data.,8,2024-05-26T00:00:00,MOD524521,Unit 13: Project in Data,True,13,2024-05-18T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG881481""]",CRS843136,2025-03-31T18:05:19.778377,Practice core techniques through guided exercises and activities. Module content relates to Data Fundamentals.,7,2024-06-03T00:00:00,MOD020340,Practice 14: Data Fundamentals,True,14,2024-05-27T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG177630""]",CRS843136,2025-03-31T18:05:19.778377,This discussion-based module promotes critical thinking and analysis. Module content relates to Discussion Applications.,1,2024-06-05T00:00:00,MOD249109,Data 15: Discussion Applications,True,15,2024-06-04T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG833656""]",CRS159759,2025-03-31T18:05:19.778377,Students will learn the core concepts and principles. Module content relates to Theory in Algebra.,7,2024-02-14T00:00:00,MOD677486,Unit 1: Theory in Algebra,True,1,2024-02-07T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG212010"", ""ASG077532""]",CRS159759,2025-03-31T18:05:19.778377,This project-based module allows application of learned skills. Module content relates to Algebra Fundamentals.,7,2024-02-22T00:00:00,MOD653985,Project 2: Algebra Fundamentals,True,2,2024-02-15T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG551376"", ""ASG762552""]",CRS159759,2025-03-31T18:05:19.778377,Participate in structured discussions to deepen understanding. Module content relates to Discussion in Algebra.,8,2024-03-02T00:00:00,MOD098782,Unit 3: Discussion in Algebra,False,3,2024-02-23T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG895825"", ""ASG414138""]",CRS159759,2025-03-31T18:05:19.778377,Practice core techniques through guided exercises and activities. Module content relates to Practice in Algebra.,7,2024-03-10T00:00:00,MOD068078,Unit 4: Practice in Algebra,True,4,2024-03-03T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG401128"", ""ASG823163""]",CRS159759,2025-03-31T18:05:19.778377,Apply theoretical knowledge through practical exercises and problems. Module content relates to Practice Applications.,7,2024-03-18T00:00:00,MOD291929,Algebra 5: Practice Applications,True,5,2024-03-11T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG222733"", ""ASG782458""]",CRS159759,2025-03-31T18:05:19.778377,Practice core techniques through guided exercises and activities. Module content relates to Algebra Fundamentals.,8,2024-03-27T00:00:00,MOD233036,Practice 6: Algebra Fundamentals,True,6,2024-03-19T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG863186"", ""ASG789817""]",CRS159759,2025-03-31T18:05:19.778377,This module covers the theoretical foundations of the subject. Module content relates to Algebra Theory - Part 7.,9,2024-04-06T00:00:00,MOD512396,Algebra Theory - Part 7,True,7,2024-03-28T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG345972"", ""ASG160344""]",CRS159759,2025-03-31T18:05:19.778377,This discussion-based module promotes critical thinking and analysis. Module content relates to Algebra Discussion - Part 8.,8,2024-04-15T00:00:00,MOD473197,Algebra Discussion - Part 8,True,8,2024-04-07T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG071520""]",CRS159759,2025-03-31T18:05:19.778377,This module focuses on research methodologies and applications. Module content relates to Algebra Fundamentals.,7,2024-04-23T00:00:00,MOD593121,Research 9: Algebra Fundamentals,True,9,2024-04-16T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG069799"", ""ASG321412""]",CRS159759,2025-03-31T18:05:19.778377,Explore the fundamental theories that underpin this subject area. Module content relates to Algebra Theory - Part 10.,7,2024-05-01T00:00:00,MOD713510,Algebra Theory - Part 10,False,10,2024-04-24T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG462766""]",CRS159759,2025-03-31T18:05:19.778377,Participate in structured discussions to deepen understanding. Module content relates to Discussion Applications.,8,2024-05-10T00:00:00,MOD104763,Algebra 11: Discussion Applications,True,11,2024-05-02T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG415332"", ""ASG012265""]",CRS159759,2025-03-31T18:05:19.778377,Develop and complete a project that demonstrates mastery of key concepts. Module content relates to Algebra Project - Part 12.,7,2024-05-18T00:00:00,MOD724710,Algebra Project - Part 12,True,12,2024-05-11T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG266239"", ""ASG507024""]",CRS159759,2025-03-31T18:05:19.778377,This module focuses on research methodologies and applications. Module content relates to Research in Algebra.,7,2024-05-26T00:00:00,MOD345464,Unit 13: Research in Algebra,False,13,2024-05-19T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG701546"", ""ASG136263""]",CRS159759,2025-03-31T18:05:19.778377,Students will learn the core concepts and principles. Module content relates to Algebra Fundamentals.,2,2024-05-29T00:00:00,MOD333720,Theory 14: Algebra Fundamentals,False,14,2024-05-27T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG283898""]",CRS435216,2025-03-31T18:05:19.778377,This module focuses on research methodologies and applications. Module content relates to Mobile Fundamentals.,8,2023-09-09T00:00:00,MOD918678,Research 1: Mobile Fundamentals,True,1,2023-09-01T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG978688"", ""ASG375545""]",CRS435216,2025-03-31T18:05:19.778377,This module focuses on research methodologies and applications. Module content relates to Mobile Fundamentals.,8,2023-09-18T00:00:00,MOD810128,Research 2: Mobile Fundamentals,False,2,2023-09-10T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG442622""]",CRS435216,2025-03-31T18:05:19.778377,Apply theoretical knowledge through practical exercises and problems. Module content relates to Mobile Fundamentals.,7,2023-09-26T00:00:00,MOD762248,Practice 3: Mobile Fundamentals,True,3,2023-09-19T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG583643""]",CRS435216,2025-03-31T18:05:19.778377,Participate in structured discussions to deepen understanding. Module content relates to Discussion Applications.,7,2023-10-04T00:00:00,MOD078207,Mobile 4: Discussion Applications,True,4,2023-09-27T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG991373""]",CRS435216,2025-03-31T18:05:19.778377,Participate in structured discussions to deepen understanding. Module content relates to Mobile Fundamentals.,7,2023-10-12T00:00:00,MOD557801,Discussion 5: Mobile Fundamentals,True,5,2023-10-05T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG504750"", ""ASG109209""]",CRS435216,2025-03-31T18:05:19.778377,This project-based module allows application of learned skills. Module content relates to Project Applications.,8,2023-10-21T00:00:00,MOD618817,Mobile 6: Project Applications,False,6,2023-10-13T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG849779"", ""ASG356295""]",CRS435216,2025-03-31T18:05:19.778377,Conduct research on topics related to the course material. Module content relates to Mobile Research.,7,2023-10-29T00:00:00,MOD216349,Module 7: Mobile Research,True,7,2023-10-22T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG379253"", ""ASG078634""]",CRS435216,2025-03-31T18:05:19.778377,Develop and complete a project that demonstrates mastery of key concepts. Module content relates to Project in Mobile.,8,2023-11-07T00:00:00,MOD009682,Unit 8: Project in Mobile,True,8,2023-10-30T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG340203"", ""ASG360525""]",CRS435216,2025-03-31T18:05:19.778377,Conduct research on topics related to the course material. Module content relates to Mobile Fundamentals.,8,2023-11-16T00:00:00,MOD894167,Research 9: Mobile Fundamentals,False,9,2023-11-08T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG285739""]",CRS435216,2025-03-31T18:05:19.778377,Work on a comprehensive project to solidify understanding. Module content relates to Project Applications.,7,2023-11-24T00:00:00,MOD332745,Mobile 10: Project Applications,True,10,2023-11-17T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG105099""]",CRS435216,2025-03-31T18:05:19.778377,This module covers the theoretical foundations of the subject. Module content relates to Theory Applications.,7,2023-12-02T00:00:00,MOD807243,Mobile 11: Theory Applications,False,11,2023-11-25T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG448867"", ""ASG647638""]",CRS435216,2025-03-31T18:05:19.778377,Practice core techniques through guided exercises and activities. Module content relates to Practice in Mobile.,7,2023-12-10T00:00:00,MOD119254,Unit 12: Practice in Mobile,False,12,2023-12-03T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG093324"", ""ASG605945""]",CRS435216,2025-03-31T18:05:19.778377,This module focuses on research methodologies and applications. Module content relates to Mobile Fundamentals.,7,2023-12-18T00:00:00,MOD954048,Research 13: Mobile Fundamentals,True,13,2023-12-11T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG078986"", ""ASG604843""]",CRS435216,2025-03-31T18:05:19.778377,Conduct research on topics related to the course material. Module content relates to Mobile Research - Part 14.,7,2023-12-26T00:00:00,MOD829013,Mobile Research - Part 14,True,14,2023-12-19T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG639359""]",CRS435216,2025-03-31T18:05:19.778377,This discussion-based module promotes critical thinking and analysis. Module content relates to Discussion in Mobile.,7,2024-01-03T00:00:00,MOD986023,Unit 15: Discussion in Mobile,False,15,2023-12-27T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG541865""]",CRS435216,2025-03-31T18:05:19.778377,Explore advanced concepts through guided research activities. Module content relates to Research in Mobile.,1,2024-01-05T00:00:00,MOD890252,Unit 16: Research in Mobile,True,16,2024-01-04T00:00:00,Computer Science,2025-03-31T18:05:19.783375
"[""ASG923573""]",CRS242944,2025-03-31T18:05:19.778377,Engage in critical discussions about important topics in the field. Module content relates to Discussion in Poetry.,8,2023-09-11T00:00:00,MOD317207,Unit 1: Discussion in Poetry,True,1,2023-09-03T00:00:00,Physical Education,2025-03-31T18:05:19.783375
